name;suspiciousness_value
org.joda.time.format$DateTimeFormatter#parseInto(org.joda.time.ReadWritableInstant,java.lang.String,int):693;0.5813183589761798
org.joda.time.base$BaseDateTime#setChronology(org.joda.time.Chronology):329;0.5356515438674897
org.joda.time$MutableDateTime#setChronology(org.joda.time.Chronology):518;0.5356515438674897
org.joda.time.format$ISODateTimeFormat#dateParser():568;0.5098499285104608
org.joda.time$MutableDateTime#toString():1178;0.3636397710076151
org.joda.time$LocalDate#toString():1735;0.3356243110397689
org.joda.time$MutableDateTime#MutableDateTime(int,int,int,int,int,int,int):278;0.31840117830313946
org.joda.time.chrono$GJChronology#getDateTimeMillis(int,int,int,int):331;0.3152641443777315
org.joda.time.base$BaseDateTime#setMillis(long):317;0.31122212920235814
org.joda.time$MutableDateTime#setMillis(long):408;0.31122212920235814
org.joda.time.format$DateTimeFormatterBuilder$Fraction#getFractionData(long,org.joda.time.DateTimeField):1961;0.29908582824533964
org.joda.time.base$AbstractDateTime#getCenturyOfEra():88;0.29543947393437575
org.joda.time.format$DateTimeParserBucket#computeMillis(boolean,java.lang.String):332;0.2888594149420807
org.joda.time.format$DateTimeParserBucket#sort(org.joda.time.format.DateTimeParserBucket$SavedField[],int):399;0.2888594149420807
org.joda.time.format$DateTimeFormatterBuilder$NumberFormatter#parseInto(org.joda.time.format.DateTimeParserBucket,java.lang.String,int):1263;0.2828138553901716
org.joda.time.format$DateTimeFormatterBuilder$Composite#parseInto(org.joda.time.format.DateTimeParserBucket,java.lang.String,int):2584;0.282396417737714
org.joda.time.format$DateTimeFormatter#requireParser():900;0.2721526704829765
org.joda.time.format$DateTimeParserBucket#DateTimeParserBucket(long,org.joda.time.Chronology,java.util.Locale,java.lang.Integer,int):118;0.2721526704829765
org.joda.time.format$DateTimeParserBucket#setZone(org.joda.time.DateTimeZone):162;0.2721526704829765
org.joda.time$LocalDate#get(org.joda.time.DateTimeFieldType):490;0.2653343152526162
org.joda.time.format$DateTimeFormatter#parseLocalDate(java.lang.String):759;0.25997347344787264
org.joda.time.format$DateTimeParserBucket#restoreState(java.lang.Object):289;0.2588256820874541
org.joda.time.format$DateTimeParserBucket$SavedState#restoreState(org.joda.time.format.DateTimeParserBucket):426;0.2588256820874541
org.joda.time.chrono$BasicWeekOfWeekyearDateTimeField#getMaximumValueForSet(long,int):111;0.25788071477756375
org.joda.time.format$DateTimeFormatterBuilder$MatchingParser#parseInto(org.joda.time.format.DateTimeParserBucket,java.lang.String,int):2668;0.2576929603189074
org.joda.time.format$DateTimeParserBucket#saveState():274;0.2576929603189074
org.joda.time.format$DateTimeParserBucket$SavedState#DateTimeParserBucket$SavedState(org.joda.time.format.DateTimeParserBucket):418;0.2576929603189074
org.joda.time$LocalDateTime#toLocalDate():698;0.2549249642552304
org.joda.time.chrono$ISOYearOfEraDateTimeField#get(long):50;0.25486446230486953
org.joda.time.format$ISODateTimeFormat#date():854;0.25461911535775394
org.joda.time.format$ISODateTimeFormat#yearMonthDay():1326;0.2531062135787696
org.joda.time.chrono$GJChronology#equals(java.lang.Object):404;0.24565184222025876
org.joda.time.chrono$BasicWeekOfWeekyearDateTimeField#getMinimumValue():79;0.24377804031954892
org.joda.time$LocalDate#isSupported(org.joda.time.DateTimeFieldType):508;0.2413793103448276
org.joda.time.field$DividedDateTimeField#get(long):112;0.2363515791475006
org.joda.time.format$ISODateTimeFormat#literalTElement():1621;0.234172327621287
org.joda.time.format$ISODateTimeFormat#timeParser():650;0.22978625750451445
org.joda.time.format$DateTimeFormatterBuilder$CharacterLiteral#parseInto(org.joda.time.format.DateTimeParserBucket,java.lang.String,int):1173;0.22873274416244138
org.joda.time.format$DateTimeFormatterBuilder$Composite#estimatePrintedLength():2504;0.22649244747670091
org.joda.time.format$ISODateTimeFormat#offsetElement():1671;0.22231326103133203
org.joda.time.format$DateTimeFormatter#requirePrinter():655;0.2205066221889354
org.joda.time.format$DateTimeFormatter#parseLocalDateTime(java.lang.String):795;0.21971768720102058
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#estimatePrintedLength():2070;0.21759102513258652
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#estimateParsedLength():2207;0.21759102513258652
org.joda.time.format$DateTimeFormatterBuilder#appendTimeZoneOffset(java.lang.String,boolean,int,int):1024;0.2131574663873481
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#DateTimeFormatterBuilder$TimeZoneOffset(java.lang.String,java.lang.String,boolean,int,int):2054;0.2124445631650725
org.joda.time.format$DateTimeFormatterBuilder#appendWeekOfWeekyear(int):757;0.21148561730907472
org.joda.time.format$ISODateTimeFormat#dateTime():936;0.2111752934187867
org.joda.time.format$ISODateTimeFormat#secondElement():1649;0.20881571887525183
org.joda.time.format$ISODateTimeFormat#minuteElement():1639;0.2083123455785049
org.joda.time.format$ISODateTimeFormat#tTime():901;0.2081453617075184
org.joda.time.format$ISODateTimeFormat#hourElement():1630;0.2079787787582981
org.joda.time.format$ISODateTimeFormat#time():866;0.20581312717989067
org.joda.time.format$DateTimeFormatterBuilder$Fraction#printTo(java.lang.StringBuffer,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale):1846;0.20581312717989067
org.joda.time.format$DateTimeFormatterBuilder#appendSecondOfMinute(int):647;0.2053666967223585
org.joda.time.format$DateTimeFormatterBuilder$TimeZoneOffset#printTo(java.lang.StringBuffer,long,org.joda.time.Chronology,int,org.joda.time.DateTimeZone,java.util.Locale):2083;0.20439468762399982
org.joda.time.format$ISODateTimeFormat#hourMinuteSecondFraction():1450;0.20411450286223237
org.joda.time.format$ISODateTimeFormat#fractionElement():1659;0.20411450286223237
