name;suspiciousness_value
org.jsoup.nodes$DataNode#outerHtml(java.lang.StringBuilder):35;0.7071067811865475
org.jsoup.nodes$DataNode#getWholeData():31;0.5773502691896258
org.jsoup.nodes$Element#prependElement(java.lang.String):214;0.4472135954999579
org.jsoup.nodes$Element#prependChild(org.jsoup.nodes.Node):186;0.3333333333333333
org.jsoup.nodes$DataNode#DataNode(java.lang.String,java.lang.String):18;0.3333333333333333
org.jsoup.nodes$Node#siblingIndex():295;0.24253562503633297
org.jsoup.nodes$TextNode#outerHtml(java.lang.StringBuilder):66;0.17149858514250882
org.jsoup.nodes$Node#nodeDepth():246;0.1690308509457033
org.jsoup.nodes$Node#indent(java.lang.StringBuilder):331;0.1690308509457033
org.jsoup.nodes$Node#baseUri():114;0.16666666666666666
org.jsoup.nodes$Element#html():783;0.1643989873053573
org.jsoup.parser$Tag#canContainBlock():114;0.16012815380508713
org.jsoup.nodes$Node#indexInList(org.jsoup.nodes.Node,java.util.List):299;0.16012815380508713
org.jsoup.nodes$Element#outerHtml(java.lang.StringBuilder):758;0.16012815380508713
org.jsoup.nodes$Attributes#html():109;0.16012815380508713
org.jsoup.nodes$Element#html(java.lang.StringBuilder):789;0.15811388300841897
org.jsoup.nodes$Attributes#iterator():88;0.15811388300841897
org.jsoup.nodes$Attributes#asList():97;0.15811388300841897
org.jsoup.nodes$TextNode#isBlank():62;0.1543033499620919
org.jsoup.parser$Tag#isBlock():106;0.14744195615489714
org.jsoup.nodes$Element#isBlock():83;0.14744195615489714
org.jsoup.nodes$Node#equals(java.lang.Object):336;0.13018891098082389
org.jsoup.parser$Tag#preserveWhitespace():146;0.11470786693528087
org.jsoup.nodes$Element#preserveWhitespace():585;0.11470786693528087
org.jsoup.nodes$TextNode#normaliseWhitespace(java.lang.String):91;0.11470786693528087
org.jsoup.nodes$TextNode#getWholeText():54;0.11043152607484653
org.jsoup.nodes$Node#parent():190;0.1091089451179962
org.jsoup.nodes$Element#parent():109;0.1091089451179962
org.jsoup.parser$Parser#parseTextNode():198;0.10153461651336192
org.jsoup.nodes$TextNode#createFromEncoded(java.lang.String,java.lang.String):86;0.10050378152592121
org.jsoup.parser$Parser#parseEndTag():106;0.1
org.jsoup.parser$Parser#popStackToClose(org.jsoup.parser.Tag):266;0.1
org.jsoup.nodes$TextNode#TextNode(java.lang.String,java.lang.String):22;0.09950371902099892
org.jsoup$Jsoup#parse(java.lang.String):41;0.09901475429766744
org.jsoup.nodes$Node#Node(java.lang.String):38;0.09853292781642932
org.jsoup.nodes$Attributes#put(java.lang.String,java.lang.String):40;0.09667364890456635
org.jsoup.parser$Parser#parse(java.lang.String,java.lang.String):51;0.09534625892455924
org.jsoup.parser$TokenQueue#chompTo(java.lang.String):186;0.0936585811581694
org.jsoup.nodes$Attributes#get(java.lang.String):28;0.09245003270420485
org.jsoup.nodes$Attribute#getValue():49;0.09245003270420485
org.jsoup.parser$TokenQueue#consumeTo(java.lang.String):161;0.09128709291752768
org.jsoup.parser$TokenQueue#consumeToAny(java.lang.String[]):170;0.09090909090909091
org.jsoup.parser$Parser#parseStartTag():117;0.08980265101338746
org.jsoup.parser$Parser#addChildToParent(org.jsoup.nodes.Element,boolean):211;0.08980265101338746
org.jsoup.parser$Parser#stackHasValidParent(org.jsoup.parser.Tag):241;0.08980265101338746
org.jsoup.parser$Parser#popStackToSuitableContainer(org.jsoup.parser.Tag):255;0.08980265101338746
org.jsoup.parser$Tag#isValidParent(org.jsoup.parser.Tag):154;0.08980265101338746
org.jsoup.parser$TokenQueue#consume(java.lang.String):145;0.08980265101338746
org.jsoup.nodes$Element#tag():73;0.08980265101338746
org.jsoup.parser$Parser#last():288;0.08944271909999159
org.jsoup.parser$Tag#isEmpty():138;0.08944271909999159
org.jsoup.parser$TokenQueue#consume():134;0.08944271909999159
org.jsoup.nodes$Attributes#put(org.jsoup.nodes.Attribute):49;0.08944271909999159
org.jsoup.nodes$Attribute#Attribute(java.lang.String,java.lang.String):20;0.08944271909999159
org.jsoup.nodes$Attribute#getKey():32;0.08944271909999159
org.jsoup.parser$Parser#Parser(java.lang.String,java.lang.String,boolean):27;0.0890870806374748
org.jsoup.parser$Parser#<clinit>():16;0.0890870806374748
org.jsoup.parser$Parser#parse():67;0.0890870806374748
org.jsoup.parser$Tag#getName():34;0.0890870806374748
org.jsoup.parser$Tag#hashCode():183;0.0890870806374748
org.jsoup.parser$TokenQueue#TokenQueue(java.lang.String):20;0.0890870806374748
org.jsoup.parser$TokenQueue#isEmpty():35;0.0890870806374748
org.jsoup.parser$TokenQueue#matches(java.lang.String):71;0.0890870806374748
org.jsoup.parser$TokenQueue#matchesAny(java.lang.String[]):91;0.0890870806374748
org.jsoup.parser$TokenQueue#matchChomp(java.lang.String):105;0.0890870806374748
org.jsoup.parser$TokenQueue#matchesWord():126;0.0890870806374748
org.jsoup.parser$TokenQueue#consumeWhitespace():195;0.0890870806374748
org.jsoup.parser$TokenQueue#consumeWord():208;0.0890870806374748
org.jsoup.nodes$Node#setParentNode(org.jsoup.nodes.Node):212;0.0890870806374748
org.jsoup.nodes$Node#hashCode():343;0.0890870806374748
org.jsoup.nodes$Element#Element(org.jsoup.parser.Tag,java.lang.String):50;0.0890870806374748
org.jsoup.nodes$Element#tagName():64;0.0890870806374748
org.jsoup.nodes$Element#children():136;0.0890870806374748
org.jsoup.nodes$Element#select(java.lang.String):162;0.0890870806374748
org.jsoup.nodes$Element#appendChild(org.jsoup.nodes.Node):172;0.0890870806374748
org.jsoup.nodes$Element#getElementsByTag(java.lang.String):405;0.0890870806374748
org.jsoup.nodes$Element#hashCode():824;0.0890870806374748
org.jsoup.nodes$Document#Document(java.lang.String):22;0.0890870806374748
org.jsoup.nodes$Document#head():46;0.0890870806374748
org.jsoup.nodes$Document#body():54;0.0890870806374748
org.jsoup.nodes$Document#normalise():96;0.0890870806374748
org.jsoup.nodes$Document#normalise(org.jsoup.nodes.Element):114;0.0890870806374748
org.jsoup.nodes$Attributes#hashCode():135;0.0890870806374748
org.jsoup.select$Selector#Selector(java.lang.String,org.jsoup.nodes.Element):54;0.0890870806374748
org.jsoup.select$Selector#<clinit>():48;0.0890870806374748
org.jsoup.select$Selector#select(java.lang.String,org.jsoup.nodes.Element):73;0.0890870806374748
org.jsoup.select$Selector#select():94;0.0890870806374748
org.jsoup.select$Selector#findElements():144;0.0890870806374748
org.jsoup.select$Selector#addElements(java.util.Collection):166;0.0890870806374748
org.jsoup.select$Selector#byTag():192;0.0890870806374748
org.jsoup.nodes$Evaluator#Evaluator():12;0.0890870806374748
org.jsoup.nodes$Evaluator$Tag#Evaluator$Tag(java.lang.String):21;0.0890870806374748
